model,train_Acc,train_AUC,test_Acc,test_AUC
MinMax_PCC_RFE_12_DT,1.0,1.0,0.6542,0.6275
MinMax_PCC_RFE_12_NB,0.6354,0.7431,0.6272,0.723
MinMax_PCC_RFE_13_SVM,0.6592,0.762,0.6359,0.7245
MinMax_PCC_RFE_13_LDA,0.6602,0.7588,0.6376,0.7227
MinMax_PCC_RFE_13_AE,0.6889,0.7954,0.6608,0.7609
MinMax_PCC_RFE_13_RF,1.0,1.0,0.6979,0.7734
MinMax_PCC_RFE_13_LR,0.6481,0.7568,0.6265,0.7218
MinMax_PCC_RFE_13_AB,0.6844,0.7931,0.6536,0.7536
MinMax_PCC_RFE_13_DT,1.0,1.0,0.6468,0.6198
MinMax_PCC_RFE_13_NB,0.6369,0.7413,0.6261,0.7212
MinMax_PCC_RFE_14_SVM,0.6658,0.7629,0.6425,0.7269
MinMax_PCC_RFE_14_LDA,0.6609,0.7589,0.638,0.7231
MinMax_PCC_RFE_14_AE,0.6829,0.7886,0.6587,0.7528
MinMax_PCC_RFE_14_RF,1.0,1.0,0.7035,0.7789
MinMax_PCC_RFE_14_LR,0.6489,0.7585,0.6282,0.7252
MinMax_PCC_RFE_14_AB,0.7063,0.7971,0.6766,0.7587
MinMax_PCC_RFE_14_DT,1.0,1.0,0.651,0.6244
MinMax_PCC_RFE_14_NB,0.6341,0.7466,0.628,0.73
MinMax_PCC_RFE_15_SVM,0.654,0.7631,0.6346,0.7262
MinMax_PCC_RFE_15_LDA,0.6642,0.7587,0.6397,0.7235
MinMax_PCC_RFE_15_AE,0.6993,0.8043,0.6736,0.7725
MinMax_PCC_RFE_15_RF,1.0,1.0,0.7043,0.7796
MinMax_PCC_RFE_15_LR,0.6481,0.7585,0.6269,0.725
MinMax_PCC_RFE_15_AB,0.6959,0.7989,0.6679,0.7635
MinMax_PCC_RFE_15_DT,1.0,1.0,0.6591,0.6322
MinMax_PCC_RFE_15_NB,0.6418,0.7445,0.6348,0.7256
MinMax_PCC_RFE_16_SVM,0.6695,0.7633,0.6449,0.7265
MinMax_PCC_RFE_16_LDA,0.6643,0.7587,0.6399,0.7233
MinMax_PCC_RFE_16_AE,0.682,0.7855,0.6521,0.749
MinMax_PCC_RFE_16_RF,1.0,1.0,0.7039,0.7809
MinMax_PCC_RFE_16_LR,0.6509,0.7588,0.6282,0.7258
MinMax_PCC_RFE_16_AB,0.695,0.7991,0.6647,0.7613
MinMax_PCC_RFE_16_DT,1.0,1.0,0.648,0.6183
MinMax_PCC_RFE_16_NB,0.6426,0.744,0.637,0.7245
MinMax_PCC_RFE_17_SVM,0.6672,0.7639,0.6453,0.7287
MinMax_PCC_RFE_17_LDA,0.6604,0.7604,0.6391,0.7256
MinMax_PCC_RFE_17_AE,0.6914,0.791,0.6615,0.7553
MinMax_PCC_RFE_17_RF,1.0,1.0,0.7009,0.7809
MinMax_PCC_RFE_17_LR,0.6599,0.7611,0.6376,0.7284
MinMax_PCC_RFE_17_AB,0.6955,0.799,0.6674,0.7616
MinMax_PCC_RFE_17_DT,1.0,1.0,0.6451,0.6179
MinMax_PCC_RFE_17_NB,0.6454,0.7436,0.6406,0.7238
MinMax_PCC_RFE_18_SVM,0.6669,0.7639,0.6444,0.7293
MinMax_PCC_RFE_18_LDA,0.6608,0.7604,0.6395,0.7258
MinMax_PCC_RFE_18_AE,0.7072,0.7998,0.6741,0.7671
MinMax_PCC_RFE_18_RF,1.0,1.0,0.7067,0.7835
MinMax_PCC_RFE_18_LR,0.6594,0.7612,0.6374,0.7287
MinMax_PCC_RFE_18_AB,0.6941,0.7993,0.6679,0.7647
MinMax_PCC_RFE_18_DT,1.0,1.0,0.6598,0.6316
MinMax_PCC_RFE_18_NB,0.6558,0.7433,0.6491,0.7235
MinMax_PCC_RFE_19_SVM,0.6707,0.7641,0.647,0.7299
MinMax_PCC_RFE_19_LDA,0.6673,0.7616,0.6431,0.7271
MinMax_PCC_RFE_19_AE,0.7047,0.8034,0.6745,0.7706
MinMax_PCC_RFE_19_RF,1.0,1.0,0.7077,0.7818
MinMax_PCC_RFE_19_LR,0.6571,0.7619,0.635,0.7298
MinMax_PCC_RFE_19_AB,0.6944,0.7995,0.67,0.7653
MinMax_PCC_RFE_19_DT,1.0,1.0,0.6461,0.6194
MinMax_PCC_RFE_19_NB,0.6544,0.7423,0.6498,0.7234
MinMax_PCC_RFE_20_SVM,0.672,0.7658,0.6451,0.7313
MinMax_PCC_RFE_20_LDA,0.6722,0.7662,0.6449,0.7316
MinMax_PCC_RFE_20_AE,0.7008,0.8011,0.6681,0.767
MinMax_PCC_RFE_20_RF,1.0,1.0,0.7077,0.7836
MinMax_PCC_RFE_20_LR,0.6617,0.7665,0.6421,0.7351
MinMax_PCC_RFE_20_AB,0.7092,0.8015,0.6813,0.7627
MinMax_PCC_RFE_20_DT,1.0,1.0,0.6557,0.628
MinMax_PCC_RFE_20_NB,0.645,0.7456,0.641,0.7258
MinMax_PCC_RFE_21_SVM,0.6797,0.7665,0.6508,0.7383
MinMax_PCC_RFE_21_LDA,0.6773,0.7678,0.6506,0.7374
MinMax_PCC_RFE_21_AE,0.7116,0.8112,0.6779,0.7772
MinMax_PCC_RFE_21_RF,1.0,1.0,0.7041,0.7832
MinMax_PCC_RFE_21_LR,0.6631,0.7679,0.6474,0.7404
MinMax_PCC_RFE_21_AB,0.6925,0.8015,0.6653,0.7632
MinMax_PCC_RFE_21_DT,1.0,1.0,0.6542,0.627
MinMax_PCC_RFE_21_NB,0.6533,0.7433,0.65,0.7253
MinMax_PCC_RFE_22_SVM,0.674,0.7723,0.6498,0.7434
MinMax_PCC_RFE_22_LDA,0.6753,0.7739,0.6523,0.7421
MinMax_PCC_RFE_22_AE,0.7135,0.8057,0.6781,0.774
MinMax_PCC_RFE_22_RF,1.0,1.0,0.7054,0.7837
MinMax_PCC_RFE_22_LR,0.6821,0.7738,0.6576,0.7452
MinMax_PCC_RFE_22_AB,0.7129,0.8024,0.6854,0.7647
MinMax_PCC_RFE_22_DT,1.0,1.0,0.66,0.6354
MinMax_PCC_RFE_22_NB,0.6536,0.744,0.6487,0.7257
MinMax_PCC_RFE_23_SVM,0.6859,0.7787,0.66,0.7509
MinMax_PCC_RFE_23_LDA,0.6831,0.7798,0.6576,0.7494
MinMax_PCC_RFE_23_AE,0.7171,0.8124,0.6883,0.7827
MinMax_PCC_RFE_23_RF,1.0,1.0,0.7077,0.7862
MinMax_PCC_RFE_23_LR,0.6872,0.7798,0.6632,0.7534
MinMax_PCC_RFE_23_AB,0.7057,0.8037,0.6787,0.7677
MinMax_PCC_RFE_23_DT,1.0,1.0,0.6623,0.6355
MinMax_PCC_RFE_23_NB,0.6514,0.746,0.6451,0.7258
MinMax_PCC_RFE_24_SVM,0.6932,0.7826,0.6643,0.7549
MinMax_PCC_RFE_24_LDA,0.6902,0.7836,0.663,0.754
MinMax_PCC_RFE_24_AE,0.725,0.8167,0.6952,0.789
MinMax_PCC_RFE_24_RF,1.0,1.0,0.7203,0.7931
MinMax_PCC_RFE_24_LR,0.6846,0.7831,0.6651,0.7579
MinMax_PCC_RFE_24_AB,0.7154,0.8059,0.6888,0.7675
MinMax_PCC_RFE_24_DT,1.0,1.0,0.6442,0.6172
MinMax_PCC_RFE_24_NB,0.6535,0.7494,0.6436,0.7281
MinMax_PCC_RFE_25_SVM,0.6925,0.7828,0.6636,0.755
MinMax_PCC_RFE_25_LDA,0.6914,0.7836,0.6651,0.754
MinMax_PCC_RFE_25_AE,0.7185,0.8237,0.6943,0.7949
MinMax_PCC_RFE_25_RF,1.0,1.0,0.7146,0.7928
MinMax_PCC_RFE_25_LR,0.6866,0.7832,0.6696,0.7578
MinMax_PCC_RFE_25_AB,0.7109,0.8057,0.6847,0.7673
MinMax_PCC_RFE_25_DT,1.0,1.0,0.6608,0.6357
MinMax_PCC_RFE_25_NB,0.6546,0.751,0.644,0.7291
MinMax_PCC_RFE_26_SVM,0.6917,0.7827,0.6649,0.7551
MinMax_PCC_RFE_26_LDA,0.6891,0.7838,0.6651,0.7541
MinMax_PCC_RFE_26_AE,0.7253,0.82,0.7011,0.7951
MinMax_PCC_RFE_26_RF,1.0,1.0,0.7197,0.7938
MinMax_PCC_RFE_26_LR,0.6832,0.7835,0.6685,0.7581
MinMax_PCC_RFE_26_AB,0.7124,0.8077,0.6862,0.7722
MinMax_PCC_RFE_26_DT,1.0,1.0,0.6564,0.6318
MinMax_PCC_RFE_26_NB,0.656,0.7531,0.644,0.7306
MinMax_PCC_RFE_27_SVM,0.6904,0.7828,0.6657,0.7553
MinMax_PCC_RFE_27_LDA,0.6882,0.7838,0.6677,0.7543
MinMax_PCC_RFE_27_AE,0.7213,0.823,0.692,0.7964
MinMax_PCC_RFE_27_RF,1.0,1.0,0.7197,0.7938
MinMax_PCC_RFE_27_LR,0.6828,0.7835,0.6685,0.7581
MinMax_PCC_RFE_27_AB,0.7225,0.8072,0.686,0.7659
MinMax_PCC_RFE_27_DT,1.0,1.0,0.6598,0.6357
MinMax_PCC_RFE_27_NB,0.6545,0.7541,0.6431,0.7305
MinMax_PCC_RFE_28_SVM,0.6958,0.7827,0.667,0.7552
MinMax_PCC_RFE_28_LDA,0.6882,0.7838,0.6672,0.7542
MinMax_PCC_RFE_28_AE,0.7054,0.803,0.6751,0.7756
MinMax_PCC_RFE_28_RF,1.0,1.0,0.7139,0.7939
MinMax_PCC_RFE_28_LR,0.6794,0.7836,0.6636,0.7581
MinMax_PCC_RFE_28_AB,0.7225,0.8072,0.686,0.7659
MinMax_PCC_RFE_28_DT,1.0,1.0,0.6628,0.6387
MinMax_PCC_RFE_28_NB,0.6389,0.753,0.6374,0.7304
MinMax_PCC_RFE_29_SVM,0.6985,0.7829,0.6683,0.7553
MinMax_PCC_RFE_29_LDA,0.688,0.7841,0.666,0.7539
MinMax_PCC_RFE_29_AE,0.7259,0.8198,0.6973,0.7936
MinMax_PCC_RFE_29_RF,1.0,1.0,0.7156,0.7936
MinMax_PCC_RFE_29_LR,0.6806,0.7837,0.6668,0.758
MinMax_PCC_RFE_29_AB,0.7257,0.8087,0.6943,0.7706
MinMax_PCC_RFE_29_DT,1.0,1.0,0.6544,0.6284
MinMax_PCC_RFE_29_NB,0.6526,0.7513,0.6399,0.7283
MinMax_PCC_RFE_30_SVM,0.6926,0.789,0.6709,0.7625
MinMax_PCC_RFE_30_LDA,0.6807,0.7894,0.6606,0.76
MinMax_PCC_RFE_30_AE,0.7277,0.8305,0.7069,0.8053
MinMax_PCC_RFE_30_RF,1.0,1.0,0.7158,0.7932
MinMax_PCC_RFE_30_LR,0.6914,0.7898,0.6751,0.7658
MinMax_PCC_RFE_30_AB,0.7204,0.81,0.6926,0.7735
MinMax_PCC_RFE_30_DT,1.0,1.0,0.6683,0.6433
MinMax_PCC_RFE_30_NB,0.6562,0.7535,0.6495,0.7312
MinMax_PCC_RFE_31_SVM,0.6996,0.791,0.6762,0.7621
MinMax_PCC_RFE_31_LDA,0.6933,0.7916,0.6696,0.7603
MinMax_PCC_RFE_31_AE,0.72,0.8249,0.6988,0.7991
MinMax_PCC_RFE_31_RF,1.0,1.0,0.7156,0.7955
MinMax_PCC_RFE_31_LR,0.704,0.7923,0.6826,0.7654
MinMax_PCC_RFE_31_AB,0.7231,0.8106,0.6932,0.7734
MinMax_PCC_RFE_31_DT,1.0,1.0,0.6596,0.6288
MinMax_PCC_RFE_31_NB,0.4662,0.7566,0.4679,0.7327
MinMax_PCC_RFE_32_SVM,0.7003,0.7912,0.6768,0.7624
MinMax_PCC_RFE_32_LDA,0.6939,0.7916,0.6706,0.7604
MinMax_PCC_RFE_32_AE,0.7259,0.8278,0.7073,0.8009
MinMax_PCC_RFE_32_RF,1.0,1.0,0.7161,0.7947
MinMax_PCC_RFE_32_LR,0.7039,0.7923,0.6828,0.7652
MinMax_PCC_RFE_32_AB,0.7112,0.8111,0.6828,0.7717
MinMax_PCC_RFE_32_DT,1.0,1.0,0.6542,0.6239
MinMax_PCC_RFE_32_NB,0.4666,0.7549,0.4686,0.7315
MinMax_PCC_RFE_33_SVM,0.6983,0.7946,0.6762,0.7666
MinMax_PCC_RFE_33_LDA,0.6999,0.7955,0.6745,0.7653
MinMax_PCC_RFE_33_AE,0.7294,0.8267,0.7129,0.8038
MinMax_PCC_RFE_33_RF,1.0,1.0,0.712,0.7969
MinMax_PCC_RFE_33_LR,0.7004,0.7969,0.6832,0.7708
MinMax_PCC_RFE_33_AB,0.7211,0.8128,0.6969,0.7776
MinMax_PCC_RFE_33_DT,1.0,1.0,0.648,0.6196
MinMax_PCC_RFE_33_NB,0.4666,0.7552,0.4686,0.7317
MinMax_PCC_RFE_34_SVM,0.6984,0.7946,0.6758,0.7666
MinMax_PCC_RFE_34_LDA,0.6943,0.7954,0.6734,0.7654
MinMax_PCC_RFE_34_AE,0.7277,0.826,0.7109,0.8017
MinMax_PCC_RFE_34_RF,1.0,1.0,0.7152,0.7961
MinMax_PCC_RFE_34_LR,0.6926,0.7969,0.6777,0.7708
MinMax_PCC_RFE_34_AB,0.716,0.8119,0.6843,0.7735
MinMax_PCC_RFE_34_DT,1.0,1.0,0.66,0.6325
MinMax_PCC_RFE_34_NB,0.6641,0.7564,0.6534,0.7328
MinMax_PCC_RFE_35_SVM,0.6983,0.7948,0.6743,0.767
MinMax_PCC_RFE_35_LDA,0.6942,0.7954,0.6736,0.7654
MinMax_PCC_RFE_35_AE,0.7337,0.8386,0.7129,0.8121
MinMax_PCC_RFE_35_RF,1.0,1.0,0.7171,0.7981
MinMax_PCC_RFE_35_LR,0.6926,0.7969,0.6781,0.7707
MinMax_PCC_RFE_35_AB,0.7124,0.8125,0.6783,0.7737
MinMax_PCC_RFE_35_DT,1.0,1.0,0.6621,0.6363
MinMax_PCC_RFE_35_NB,0.6605,0.7569,0.6461,0.7313
MinMax_PCC_RFE_36_SVM,0.6951,0.7973,0.6719,0.7684
MinMax_PCC_RFE_36_LDA,0.7023,0.7979,0.6779,0.7661
MinMax_PCC_RFE_36_AE,0.7353,0.8305,0.7101,0.8031
MinMax_PCC_RFE_36_RF,1.0,1.0,0.7237,0.8003
MinMax_PCC_RFE_36_LR,0.7,0.7999,0.6826,0.7724
MinMax_PCC_RFE_36_AB,0.7231,0.8125,0.6992,0.7749
MinMax_PCC_RFE_36_DT,1.0,1.0,0.6657,0.6403
MinMax_PCC_RFE_36_NB,0.6607,0.7571,0.6466,0.7312
MinMax_PCC_RFE_37_SVM,0.6956,0.7978,0.6719,0.7695
MinMax_PCC_RFE_37_LDA,0.7063,0.7983,0.6794,0.7671
MinMax_PCC_RFE_37_AE,0.7481,0.8415,0.7233,0.8108
MinMax_PCC_RFE_37_RF,1.0,1.0,0.7175,0.8008
MinMax_PCC_RFE_37_LR,0.6994,0.8006,0.6864,0.7741
MinMax_PCC_RFE_37_AB,0.7243,0.8132,0.6918,0.7727
MinMax_PCC_RFE_37_DT,1.0,1.0,0.6581,0.6341
MinMax_PCC_RFE_37_NB,0.6546,0.7575,0.6449,0.7313
MinMax_PCC_RFE_38_SVM,0.7005,0.8063,0.6766,0.7807
MinMax_PCC_RFE_38_LDA,0.7045,0.8045,0.6781,0.7745
MinMax_PCC_RFE_38_AE,0.7393,0.8278,0.7148,0.8038
MinMax_PCC_RFE_38_RF,1.0,1.0,0.7231,0.8003
MinMax_PCC_RFE_38_LR,0.7033,0.8092,0.6851,0.7841
MinMax_PCC_RFE_38_AB,0.7073,0.8134,0.6762,0.7734
MinMax_PCC_RFE_38_DT,1.0,1.0,0.6628,0.6337
MinMax_PCC_RFE_38_NB,0.6538,0.7576,0.6434,0.7311
MinMax_PCC_RFE_39_SVM,0.6967,0.8064,0.6749,0.7809
MinMax_PCC_RFE_39_LDA,0.7051,0.805,0.6841,0.7756
MinMax_PCC_RFE_39_AE,0.7508,0.8506,0.7205,0.8148
MinMax_PCC_RFE_39_RF,1.0,1.0,0.728,0.8002
MinMax_PCC_RFE_39_LR,0.715,0.8095,0.699,0.7844
MinMax_PCC_RFE_39_AB,0.709,0.8138,0.6728,0.7733
MinMax_PCC_RFE_39_DT,1.0,1.0,0.6683,0.6402
MinMax_PCC_RFE_39_NB,0.6567,0.7579,0.6451,0.7311
MinMax_PCC_RFE_40_SVM,0.7138,0.8067,0.6913,0.7812
MinMax_PCC_RFE_40_LDA,0.708,0.8053,0.6847,0.7759
MinMax_PCC_RFE_40_AE,0.731,0.8402,0.7071,0.8108
MinMax_PCC_RFE_40_RF,1.0,1.0,0.7286,0.8018
MinMax_PCC_RFE_40_LR,0.7085,0.81,0.6913,0.7849
MinMax_PCC_RFE_40_AB,0.709,0.8138,0.6728,0.7733
MinMax_PCC_RFE_40_DT,1.0,1.0,0.6606,0.6329
MinMax_PCC_RFE_40_NB,0.6601,0.7568,0.6474,0.731
MinMax_PCC_Relief_1_SVM,0.3635,0.3597,0.3643,0.3498
MinMax_PCC_Relief_1_LDA,0.3654,0.6563,0.366,0.6616
MinMax_PCC_Relief_1_AE,0.6365,0.6563,0.6357,0.6616
MinMax_PCC_Relief_1_RF,0.3699,0.505,0.3709,0.5052
MinMax_PCC_Relief_1_LR,0.6365,0.6563,0.6357,0.6616
MinMax_PCC_Relief_1_AB,0.3692,0.505,0.3701,0.5052
MinMax_PCC_Relief_1_DT,0.3692,0.505,0.3701,0.5052
MinMax_PCC_Relief_1_NB,0.6365,0.6818,0.6357,0.697
MinMax_PCC_Relief_2_SVM,0.6365,0.593,0.6357,0.6095
MinMax_PCC_Relief_2_LDA,0.5036,0.4967,0.5208,0.5149
MinMax_PCC_Relief_2_AE,0.4108,0.4967,0.4253,0.5149
MinMax_PCC_Relief_2_RF,0.6034,0.5984,0.5737,0.5608
MinMax_PCC_Relief_2_LR,0.505,0.4967,0.5212,0.5149
MinMax_PCC_Relief_2_AB,0.5137,0.5605,0.518,0.5578
MinMax_PCC_Relief_2_DT,0.7175,0.8382,0.5274,0.5396
MinMax_PCC_Relief_2_NB,0.3706,0.4923,0.3733,0.494
MinMax_PCC_Relief_3_SVM,0.4681,0.5505,0.46,0.5432
MinMax_PCC_Relief_3_LDA,0.4687,0.5532,0.4613,0.5457
MinMax_PCC_Relief_3_AE,0.424,0.4579,0.4285,0.4667
MinMax_PCC_Relief_3_RF,0.7196,0.7869,0.5832,0.6003
MinMax_PCC_Relief_3_LR,0.4683,0.5559,0.4634,0.5486
MinMax_PCC_Relief_3_AB,0.5521,0.6163,0.5427,0.6044
MinMax_PCC_Relief_3_DT,1.0,1.0,0.5609,0.5279
MinMax_PCC_Relief_3_NB,0.6365,0.5101,0.6357,0.5057
MinMax_PCC_Relief_4_SVM,0.4567,0.5718,0.4504,0.5658
MinMax_PCC_Relief_4_LDA,0.4696,0.561,0.4615,0.5525
MinMax_PCC_Relief_4_AE,0.457,0.468,0.4681,0.4772
MinMax_PCC_Relief_4_RF,1.0,1.0,0.5901,0.5944
MinMax_PCC_Relief_4_LR,0.4704,0.5722,0.4624,0.5633
MinMax_PCC_Relief_4_AB,0.5854,0.6355,0.5719,0.6184
MinMax_PCC_Relief_4_DT,1.0,1.0,0.5681,0.5325
MinMax_PCC_Relief_4_NB,0.6365,0.5282,0.6357,0.5137
MinMax_PCC_Relief_5_SVM,0.4531,0.5716,0.4504,0.5657
MinMax_PCC_Relief_5_LDA,0.4707,0.558,0.4634,0.5526
MinMax_PCC_Relief_5_AE,0.5059,0.5852,0.4873,0.5676
MinMax_PCC_Relief_5_RF,1.0,1.0,0.5916,0.6193
MinMax_PCC_Relief_5_LR,0.473,0.574,0.4615,0.5633
MinMax_PCC_Relief_5_AB,0.5728,0.6495,0.5587,0.6227
MinMax_PCC_Relief_5_DT,1.0,1.0,0.5717,0.5381
MinMax_PCC_Relief_5_NB,0.6365,0.5107,0.6357,0.5047
MinMax_PCC_Relief_6_SVM,0.5233,0.6031,0.5257,0.598
MinMax_PCC_Relief_6_LDA,0.58,0.6281,0.5702,0.6238
MinMax_PCC_Relief_6_AE,0.5799,0.6451,0.5781,0.6424
MinMax_PCC_Relief_6_RF,1.0,1.0,0.6216,0.6693
MinMax_PCC_Relief_6_LR,0.5846,0.6428,0.5886,0.6422
MinMax_PCC_Relief_6_AB,0.6297,0.6831,0.6129,0.6618
MinMax_PCC_Relief_6_DT,1.0,1.0,0.5928,0.5642
MinMax_PCC_Relief_6_NB,0.6365,0.5258,0.6357,0.5294
MinMax_PCC_Relief_7_SVM,0.506,0.5921,0.511,0.5915
MinMax_PCC_Relief_7_LDA,0.585,0.6305,0.5702,0.6236
MinMax_PCC_Relief_7_AE,0.5702,0.6355,0.5732,0.6359
MinMax_PCC_Relief_7_RF,1.0,1.0,0.6579,0.7186
MinMax_PCC_Relief_7_LR,0.5845,0.6429,0.5888,0.6422
MinMax_PCC_Relief_7_AB,0.5992,0.7037,0.5997,0.683
MinMax_PCC_Relief_7_DT,1.0,1.0,0.6058,0.5741
MinMax_PCC_Relief_7_NB,0.6365,0.5237,0.6357,0.531
MinMax_PCC_Relief_8_SVM,0.5059,0.5943,0.5178,0.5973
MinMax_PCC_Relief_8_LDA,0.5863,0.6286,0.5747,0.6181
MinMax_PCC_Relief_8_AE,0.6015,0.655,0.6056,0.6549
MinMax_PCC_Relief_8_RF,1.0,1.0,0.6538,0.7222
MinMax_PCC_Relief_8_LR,0.5921,0.6447,0.6005,0.6469
MinMax_PCC_Relief_8_AB,0.5991,0.7034,0.5913,0.6763
MinMax_PCC_Relief_8_DT,1.0,1.0,0.6156,0.5883
MinMax_PCC_Relief_8_NB,0.6365,0.5309,0.6357,0.5369
MinMax_PCC_Relief_9_SVM,0.5063,0.5947,0.5193,0.5978
MinMax_PCC_Relief_9_LDA,0.5852,0.6268,0.5728,0.6138
MinMax_PCC_Relief_9_AE,0.5972,0.6568,0.6016,0.6545
MinMax_PCC_Relief_9_RF,1.0,1.0,0.6549,0.7278
MinMax_PCC_Relief_9_LR,0.592,0.6444,0.599,0.6468
MinMax_PCC_Relief_9_AB,0.5987,0.7033,0.5869,0.6749
MinMax_PCC_Relief_9_DT,1.0,1.0,0.6135,0.5839
MinMax_PCC_Relief_9_NB,0.6365,0.5293,0.6357,0.5387
MinMax_PCC_Relief_10_SVM,0.6414,0.6635,0.628,0.6494
MinMax_PCC_Relief_10_LDA,0.6036,0.6507,0.5864,0.6283
MinMax_PCC_Relief_10_AE,0.6143,0.6746,0.6133,0.6601
MinMax_PCC_Relief_10_RF,1.0,1.0,0.6621,0.7329
MinMax_PCC_Relief_10_LR,0.6058,0.6637,0.6022,0.6511
MinMax_PCC_Relief_10_AB,0.6156,0.724,0.6107,0.6965
MinMax_PCC_Relief_10_DT,1.0,1.0,0.6167,0.5865
MinMax_PCC_Relief_10_NB,0.6365,0.567,0.6357,0.5572
MinMax_PCC_Relief_11_SVM,0.6423,0.6635,0.6287,0.6494
MinMax_PCC_Relief_11_LDA,0.6056,0.6511,0.5922,0.6307
MinMax_PCC_Relief_11_AE,0.6079,0.6734,0.612,0.6606
MinMax_PCC_Relief_11_RF,1.0,1.0,0.6749,0.7458
MinMax_PCC_Relief_11_LR,0.6006,0.6638,0.5982,0.6507
MinMax_PCC_Relief_11_AB,0.6464,0.7342,0.638,0.7092
MinMax_PCC_Relief_11_DT,1.0,1.0,0.6195,0.5932
MinMax_PCC_Relief_11_NB,0.6365,0.5676,0.6357,0.5578
MinMax_PCC_Relief_12_SVM,0.6428,0.6636,0.6287,0.6496
MinMax_PCC_Relief_12_LDA,0.6193,0.652,0.6043,0.6326
MinMax_PCC_Relief_12_AE,0.6154,0.6762,0.6171,0.6625
MinMax_PCC_Relief_12_RF,1.0,1.0,0.6747,0.7478
MinMax_PCC_Relief_12_LR,0.6021,0.664,0.5994,0.651
MinMax_PCC_Relief_12_AB,0.6474,0.7338,0.6372,0.7086
MinMax_PCC_Relief_12_DT,1.0,1.0,0.6156,0.5862
MinMax_PCC_Relief_12_NB,0.6365,0.5717,0.6357,0.5617
MinMax_PCC_Relief_13_SVM,0.64,0.6653,0.6293,0.65
MinMax_PCC_Relief_13_LDA,0.6188,0.6524,0.6041,0.633
MinMax_PCC_Relief_13_AE,0.6125,0.6818,0.6061,0.6626
MinMax_PCC_Relief_13_RF,1.0,1.0,0.6743,0.7455
MinMax_PCC_Relief_13_LR,0.605,0.6636,0.6003,0.6505
MinMax_PCC_Relief_13_AB,0.6544,0.7364,0.6444,0.7065
MinMax_PCC_Relief_13_DT,1.0,1.0,0.6261,0.5936
MinMax_PCC_Relief_13_NB,0.6365,0.5762,0.6357,0.5662
MinMax_PCC_Relief_14_SVM,0.6397,0.6655,0.6293,0.6504
MinMax_PCC_Relief_14_LDA,0.6101,0.6563,0.5911,0.6374
MinMax_PCC_Relief_14_AE,0.6192,0.6824,0.6167,0.6658
MinMax_PCC_Relief_14_RF,1.0,1.0,0.6726,0.7501
MinMax_PCC_Relief_14_LR,0.6017,0.6621,0.599,0.6505
MinMax_PCC_Relief_14_AB,0.6476,0.7466,0.6316,0.7074
MinMax_PCC_Relief_14_DT,1.0,1.0,0.634,0.6067
MinMax_PCC_Relief_14_NB,0.6365,0.5849,0.6357,0.5759
MinMax_PCC_Relief_15_SVM,0.6315,0.6693,0.6242,0.6521
MinMax_PCC_Relief_15_LDA,0.6073,0.6583,0.5935,0.6374
MinMax_PCC_Relief_15_AE,0.6165,0.6782,0.6184,0.6645
MinMax_PCC_Relief_15_RF,1.0,1.0,0.6866,0.7576
MinMax_PCC_Relief_15_LR,0.6163,0.6621,0.6101,0.6516
MinMax_PCC_Relief_15_AB,0.6534,0.7487,0.6391,0.7079
MinMax_PCC_Relief_15_DT,1.0,1.0,0.6297,0.6016
MinMax_PCC_Relief_15_NB,0.6365,0.5808,0.6357,0.5717
MinMax_PCC_Relief_16_SVM,0.6395,0.6711,0.6301,0.6538
MinMax_PCC_Relief_16_LDA,0.6065,0.658,0.592,0.6372
MinMax_PCC_Relief_16_AE,0.6168,0.6864,0.6097,0.6671
MinMax_PCC_Relief_16_RF,1.0,1.0,0.6775,0.7613
MinMax_PCC_Relief_16_LR,0.6226,0.6644,0.612,0.6515
MinMax_PCC_Relief_16_AB,0.6585,0.7485,0.641,0.7075
MinMax_PCC_Relief_16_DT,1.0,1.0,0.6408,0.6113
MinMax_PCC_Relief_16_NB,0.6365,0.581,0.6357,0.5684
MinMax_PCC_Relief_17_SVM,0.6341,0.6743,0.6299,0.656
MinMax_PCC_Relief_17_LDA,0.6292,0.6541,0.6112,0.6317
MinMax_PCC_Relief_17_AE,0.6163,0.6857,0.6118,0.6665
MinMax_PCC_Relief_17_RF,1.0,1.0,0.683,0.7618
MinMax_PCC_Relief_17_LR,0.6199,0.6646,0.6114,0.6522
MinMax_PCC_Relief_17_AB,0.6554,0.7493,0.6346,0.7092
MinMax_PCC_Relief_17_DT,1.0,1.0,0.6361,0.6075
MinMax_PCC_Relief_17_NB,0.6365,0.5796,0.6357,0.5667
MinMax_PCC_Relief_18_SVM,0.6307,0.6748,0.6282,0.6562
MinMax_PCC_Relief_18_LDA,0.6373,0.652,0.621,0.6302
MinMax_PCC_Relief_18_AE,0.5912,0.6873,0.5875,0.6676
MinMax_PCC_Relief_18_RF,1.0,1.0,0.6785,0.7621
MinMax_PCC_Relief_18_LR,0.6032,0.6637,0.5945,0.6516
MinMax_PCC_Relief_18_AB,0.6537,0.7496,0.6348,0.7083
MinMax_PCC_Relief_18_DT,1.0,1.0,0.6231,0.5913
MinMax_PCC_Relief_18_NB,0.6365,0.5784,0.6357,0.5672
MinMax_PCC_Relief_19_SVM,0.6315,0.6747,0.6291,0.6562
MinMax_PCC_Relief_19_LDA,0.626,0.652,0.6114,0.6302
MinMax_PCC_Relief_19_AE,0.6186,0.677,0.6223,0.663
